ID,NAME,URL
582125,"""The Demogorgon""",https://www.dndbeyond.com/monsters/582125-the-demogorgon
17100,Aarakocra,https://www.dndbeyond.com/monsters/17100-aarakocra
5194864,Aarakocra Aeromancer,https://www.dndbeyond.com/monsters/5194864-aarakocra-aeromancer
300122,Aarakocra Simulacrum,https://www.dndbeyond.com/monsters/300122-aarakocra-simulacrum
5194865,Aarakocra Skirmisher,https://www.dndbeyond.com/monsters/5194865-aarakocra-skirmisher
2821140,Aarakocra Spelljammer,https://www.dndbeyond.com/monsters/2821140-aarakocra-spelljammer
2821141,Aartuk Elder,https://www.dndbeyond.com/monsters/2821141-aartuk-elder
2821142,Aartuk Starhorror,https://www.dndbeyond.com/monsters/2821142-aartuk-starhorror
2821143,Aartuk Weedling,https://www.dndbeyond.com/monsters/2821143-aartuk-weedling
5194866,Aberrant Cultist,https://www.dndbeyond.com/monsters/5194866-aberrant-cultist
3805736,Aberrant Zealot,https://www.dndbeyond.com/monsters/3805736-aberrant-zealot
3805735,Aberrant Zealot (Variant),https://www.dndbeyond.com/monsters/3805735-aberrant-zealot-variant
909467,Abhorrent Overlord,https://www.dndbeyond.com/monsters/909467-abhorrent-overlord
17324,Abjurer,https://www.dndbeyond.com/monsters/17324-abjurer
2560712,Abjurer Wizard,https://www.dndbeyond.com/monsters/2560712-abjurer-wizard
5194867,Aboleth,https://www.dndbeyond.com/monsters/5194867-aboleth
16762,Aboleth,https://www.dndbeyond.com/monsters/16762-aboleth
5194868,Abominable Yeti,https://www.dndbeyond.com/monsters/5194868-abominable-yeti
17105,Abominable Yeti,https://www.dndbeyond.com/monsters/17105-abominable-yeti
416909,Abyssal Chicken,https://www.dndbeyond.com/monsters/416909-abyssal-chicken
94277,Abyssal Wretch,https://www.dndbeyond.com/monsters/94277-abyssal-wretch
32961,Acererak,https://www.dndbeyond.com/monsters/32961-acererak
3731076,Acidic Mist Apparition,https://www.dndbeyond.com/monsters/3731076-acidic-mist-apparition
16763,Acolyte,https://www.dndbeyond.com/monsters/16763-acolyte
2059682,Adult Amethyst Dragon,https://www.dndbeyond.com/monsters/2059682-adult-amethyst-dragon
5194869,Adult Black Dragon,https://www.dndbeyond.com/monsters/5194869-adult-black-dragon
16764,Adult Black Dragon,https://www.dndbeyond.com/monsters/16764-adult-black-dragon
17106,Adult Blue Dracolich,https://www.dndbeyond.com/monsters/17106-adult-blue-dracolich
5194870,Adult Blue Dragon,https://www.dndbeyond.com/monsters/5194870-adult-blue-dragon
16765,Adult Blue Dragon,https://www.dndbeyond.com/monsters/16765-adult-blue-dragon
5194871,Adult Brass Dragon,https://www.dndbeyond.com/monsters/5194871-adult-brass-dragon
16766,Adult Brass Dragon,https://www.dndbeyond.com/monsters/16766-adult-brass-dragon
5198155,Adult Bronze Dragon,https://www.dndbeyond.com/monsters/5198155-adult-bronze-dragon
16767,Adult Bronze Dragon,https://www.dndbeyond.com/monsters/16767-adult-bronze-dragon
5194872,Adult Copper Dragon,https://www.dndbeyond.com/monsters/5194872-adult-copper-dragon
16768,Adult Copper Dragon,https://www.dndbeyond.com/monsters/16768-adult-copper-dragon
2059683,Adult Crystal Dragon,https://www.dndbeyond.com/monsters/2059683-adult-crystal-dragon
2059684,Adult Deep Dragon,https://www.dndbeyond.com/monsters/2059684-adult-deep-dragon
2059685,Adult Emerald Dragon,https://www.dndbeyond.com/monsters/2059685-adult-emerald-dragon
5194873,Adult Gold Dragon,https://www.dndbeyond.com/monsters/5194873-adult-gold-dragon
16769,Adult Gold Dragon,https://www.dndbeyond.com/monsters/16769-adult-gold-dragon
5194874,Adult Green Dragon,https://www.dndbeyond.com/monsters/5194874-adult-green-dragon
16770,Adult Green Dragon,https://www.dndbeyond.com/monsters/16770-adult-green-dragon
2560713,Adult Kruthik,https://www.dndbeyond.com/monsters/2560713-adult-kruthik
97345,Adult Kruthik,https://www.dndbeyond.com/monsters/97345-adult-kruthik
2821144,Adult Lunar Dragon,https://www.dndbeyond.com/monsters/2821144-adult-lunar-dragon
2059686,Adult Moonstone Dragon,https://www.dndbeyond.com/monsters/2059686-adult-moonstone-dragon
2560714,Adult Oblex,https://www.dndbeyond.com/monsters/2560714-adult-oblex
96508,Adult Oblex,https://www.dndbeyond.com/monsters/96508-adult-oblex
1237457,Adult Red Dracolich,https://www.dndbeyond.com/monsters/1237457-adult-red-dracolich
5194875,Adult Red Dragon,https://www.dndbeyond.com/monsters/5194875-adult-red-dragon
16771,Adult Red Dragon,https://www.dndbeyond.com/monsters/16771-adult-red-dragon
571179,Adult Sapphire Dragon,https://www.dndbeyond.com/monsters/571179-adult-sapphire-dragon
5194876,Adult Silver Dragon,https://www.dndbeyond.com/monsters/5194876-adult-silver-dragon
16772,Adult Silver Dragon,https://www.dndbeyond.com/monsters/16772-adult-silver-dragon
2821145,Adult Solar Dragon,https://www.dndbeyond.com/monsters/2821145-adult-solar-dragon
3883515,Adult Time Dragon,https://www.dndbeyond.com/monsters/3883515-adult-time-dragon
2059687,Adult Topaz Dragon,https://www.dndbeyond.com/monsters/2059687-adult-topaz-dragon
5194877,Adult White Dragon,https://www.dndbeyond.com/monsters/5194877-adult-white-dragon
16773,Adult White Dragon,https://www.dndbeyond.com/monsters/16773-adult-white-dragon
3960596,Advanced Detention Drone,https://www.dndbeyond.com/monsters/3960596-advanced-detention-drone
17427,Aerisi Kalinoth,https://www.dndbeyond.com/monsters/17427-aerisi-kalinoth
3730987,Aerosaur,https://www.dndbeyond.com/monsters/3730987-aerosaur
1979768,Agdon Longscarf,https://www.dndbeyond.com/monsters/1979768-agdon-longscarf
2821146,Agony the Ghost,https://www.dndbeyond.com/monsters/2821146-agony-the-ghost
149778,Ahmaergo,https://www.dndbeyond.com/monsters/149778-ahmaergo
5194878,Air Elemental,https://www.dndbeyond.com/monsters/5194878-air-elemental
16774,Air Elemental,https://www.dndbeyond.com/monsters/16774-air-elemental
17457,Air Elemental Myrmidon,https://www.dndbeyond.com/monsters/17457-air-elemental-myrmidon
2560715,Air Elemental Myrmidon,https://www.dndbeyond.com/monsters/2560715-air-elemental-myrmidon
909468,Akroan Hoplite,https://www.dndbeyond.com/monsters/909468-akroan-hoplite
1979769,Alagarthas,https://www.dndbeyond.com/monsters/1979769-alagarthas
32988,Albino Dwarf Spirit Warrior,https://www.dndbeyond.com/monsters/32988-albino-dwarf-spirit-warrior
32985,Albino Dwarf Warrior,https://www.dndbeyond.com/monsters/32985-albino-dwarf-warrior
32991,Aldani (Lobsterfolk),https://www.dndbeyond.com/monsters/32991-aldani-lobsterfolk
2560716,Alhoon,https://www.dndbeyond.com/monsters/2560716-alhoon
17282,Alhoon,https://www.dndbeyond.com/monsters/17282-alhoon
2560717,Alkilith,https://www.dndbeyond.com/monsters/2560717-alkilith
94158,Alkilith,https://www.dndbeyond.com/monsters/94158-alkilith
2560718,Allip,https://www.dndbeyond.com/monsters/2560718-allip
93770,Allip,https://www.dndbeyond.com/monsters/93770-allip
5194879,Allosaurus,https://www.dndbeyond.com/monsters/5194879-allosaurus
17087,Allosaurus,https://www.dndbeyond.com/monsters/17087-allosaurus
32994,Almiraj,https://www.dndbeyond.com/monsters/32994-almiraj
909469,Alseid,https://www.dndbeyond.com/monsters/909469-alseid
3730988,Altisaur,https://www.dndbeyond.com/monsters/3730988-altisaur
4468312,Alustriel Silverhand,https://www.dndbeyond.com/monsters/4468312-alustriel-silverhand
274505,Amarith Coppervein,https://www.dndbeyond.com/monsters/274505-amarith-coppervein
3960597,Ambitious Assassin,https://www.dndbeyond.com/monsters/3960597-ambitious-assassin
488023,Amble,https://www.dndbeyond.com/monsters/488023-amble
17466,Ambush Drake,https://www.dndbeyond.com/monsters/17466-ambush-drake
2059688,Amethyst Dragon Wyrmling,https://www.dndbeyond.com/monsters/2059688-amethyst-dragon-wyrmling
2059689,Amethyst Greatwyrm,https://www.dndbeyond.com/monsters/2059689-amethyst-greatwyrm
