ID,NAME,URL
2188377,Abracadabrus,https://www.dndbeyond.com/magic-items/2188377-abracadabrus
2400459,Absorbing Tattoo,https://www.dndbeyond.com/magic-items/2400459-absorbing-tattoo
5370,Adamantine Armor,https://www.dndbeyond.com/magic-items/5370-adamantine-armor
9228341,Adamantine Weapon,https://www.dndbeyond.com/magic-items/9228341-adamantine-weapon
7102405,Adze of Annam,https://www.dndbeyond.com/magic-items/7102405-adze-of-annam
1752516,"Akmon, Hammer of Purphoros",https://www.dndbeyond.com/magic-items/1752516-akmon-hammer-of-purphoros
2400596,Alchemical Compendium,https://www.dndbeyond.com/magic-items/2400596-alchemical-compendium
9228343,Alchemy Jug,https://www.dndbeyond.com/magic-items/9228343-alchemy-jug
5346,Alchemy Jug,https://www.dndbeyond.com/magic-items/5346-alchemy-jug
3001253,Alchemy Jug (Blue),https://www.dndbeyond.com/magic-items/3001253-alchemy-jug-blue
3001254,Alchemy Jug (Orange),https://www.dndbeyond.com/magic-items/3001254-alchemy-jug-orange
2400634,All-Purpose Tool,https://www.dndbeyond.com/magic-items/2400634-all-purpose-tool
4047183,Amethyst Lodestone,https://www.dndbeyond.com/magic-items/4047183-amethyst-lodestone
9228344,Ammunition of Slaying,https://www.dndbeyond.com/magic-items/9228344-ammunition-of-slaying
5407,"Ammunition, +1",https://www.dndbeyond.com/magic-items/5407-ammunition-1
5410,"Ammunition, +2",https://www.dndbeyond.com/magic-items/5410-ammunition-2
5411,"Ammunition, +3",https://www.dndbeyond.com/magic-items/5411-ammunition-3
4568,Amulet of Health,https://www.dndbeyond.com/magic-items/4568-amulet-of-health
4569,Amulet of Proof against Detection and Location,https://www.dndbeyond.com/magic-items/4569-amulet-of-proof-against-detection-and-location
9288,Amulet of Protection from Turning,https://www.dndbeyond.com/magic-items/9288-amulet-of-protection-from-turning
21712,Amulet of the Black Skull,https://www.dndbeyond.com/magic-items/21712-amulet-of-the-black-skull
2411830,Amulet of the Devout,https://www.dndbeyond.com/magic-items/2411830-amulet-of-the-devout
